date,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,rain_1h,clouds_all,weather_description
2023-04-02 13:00,18.89,17.8,15.17,20.41,1027,37,0.36,,2,sky is clear
2023-04-02 14:00,19.45,18.36,16.23,20.96,1026,35,0.8,,48,scattered clouds
2023-04-02 15:00,20.62,19.65,15.23,20.77,1026,35,1.33,,91,overcast clouds
2023-04-02 16:00,19.91,18.92,15.23,20.96,1025,37,1.61,,100,overcast clouds
2023-04-02 17:00,20.47,19.54,16.23,20.77,1024,37,1.83,,97,overcast clouds
2023-04-02 18:00,17.5,16.87,14.23,18.29,1024,60,1.81,,99,overcast clouds
2023-04-02 19:00,13.91,13.18,13.23,15.17,1025,70,2.41,,98,overcast clouds
2023-04-02 20:00,12.21,11.34,11.23,14.05,1025,71,1.87,,95,overcast clouds
2023-04-02 21:00,11.37,10.52,10.23,13.5,1025,75,1.85,,89,overcast clouds
2023-04-02 22:00,10.86,10.12,9.23,12.94,1025,81,1.95,,90,overcast clouds
2023-04-02 23:00,12.33,11.42,9.23,12.94,1024,69,1.8,,9,sky is clear
2023-04-03 00:00,9.98,9.71,8.23,12.39,1023,84,1.42,,11,few clouds
2023-04-03 01:00,8.97,8.55,7.23,11.28,1023,86,1.43,,17,few clouds
2023-04-03 02:00,8.89,8.33,7.23,11.28,1022,87,1.55,,2,sky is clear
2023-04-03 03:00,8.45,7.72,7.23,10.72,1022,89,1.65,,78,broken clouds
2023-04-03 04:00,8.91,8.42,7.3,10.17,1021,87,1.49,,100,overcast clouds
2023-04-03 05:00,8.71,8.35,7.85,9.61,1020,86,1.35,,100,overcast clouds
2023-04-03 06:00,9.36,8.52,6.74,9.61,1020,85,1.91,,100,overcast clouds
2023-04-03 07:00,8.51,6.89,7.85,9.05,1020,82,2.74,,98,overcast clouds
2023-04-03 08:00,13.46,12.09,9.61,13.55,1020,47,2.68,,96,overcast clouds
2023-04-03 09:00,15.12,13.91,10.72,15.21,1020,47,2.19,,97,overcast clouds
2023-04-03 10:00,16.69,15.75,12.39,16.88,1019,51,1.86,,100,overcast clouds
2023-04-03 11:00,16.85,16.03,16.19,17.08,1019,55,1.81,,99,overcast clouds
2023-04-03 12:00,18.83,17.89,14.61,19.1,1019,43,2.35,,95,overcast clouds
2023-04-03 13:00,19.36,18.47,15.17,19.66,1018,43,2.49,,98,overcast clouds
2023-04-03 14:00,18.89,18.09,15.63,19.1,1017,48,2.03,,98,overcast clouds
2023-04-03 15:00,18.87,18.17,15.23,19.1,1016,52,1.78,,99,overcast clouds
2023-04-03 16:00,18.34,17.74,15.23,18.55,1015,58,0.68,,100,overcast clouds
2023-04-03 17:00,16.77,16.15,15.17,16.88,1014,63,1.31,,100,overcast clouds
2023-04-03 18:00,16.76,16.24,15.08,16.88,1014,67,2.12,0.21,100,light rain
2023-04-03 19:00,14.02,13.59,13.23,15.41,1014,81,2.84,,100,overcast clouds
2023-04-03 20:00,13.3,12.88,12.85,13.74,1014,84,2.96,,100,overcast clouds
2023-04-03 21:00,13.48,13.13,12.23,13.55,1014,86,2.75,,100,overcast clouds
2023-04-03 22:00,12.94,12.61,11.74,12.99,1014,89,2.22,,100,overcast clouds
2023-04-03 23:00,12.41,12.06,11.19,12.44,1014,90,1.75,,100,overcast clouds
2023-04-04 00:00,12.43,12.1,12.08,12.44,1015,91,1.74,,100,overcast clouds
2023-04-04 01:00,12.38,12.05,11.19,12.44,1014,91,1.71,,100,overcast clouds
2023-04-04 02:00,11.86,11.48,11.19,12.39,1014,91,1.73,,94,overcast clouds
2023-04-04 03:00,12.38,11.89,11.19,12.44,1013,85,1.67,,87,overcast clouds
2023-04-04 04:00,13.37,12.51,10.23,13.55,1013,67,1.92,,45,scattered clouds
2023-04-04 05:00,12.85,11.76,9.85,12.99,1013,60,2.15,,0,sky is clear
2023-04-04 06:00,10.19,9.43,8.19,11.74,1014,83,2.26,,1,sky is clear
2023-04-04 07:00,10.15,9.36,8.19,11.28,1014,82,2.71,,1,sky is clear
2023-04-04 08:00,15.09,13.78,11.52,15.21,1015,43,2.81,,0,sky is clear
2023-04-04 09:00,15.72,14.26,13.5,16.23,1015,35,2.55,,0,sky is clear
2023-04-04 10:00,17.46,16.18,16.74,18.23,1016,35,3.4,,0,sky is clear
2023-04-04 11:00,18.04,16.84,17.99,19.85,1016,36,4.12,,0,sky is clear
2023-04-04 12:00,19.68,18.57,19.52,21.52,1015,33,4.09,,0,sky is clear
2023-04-04 13:00,20.16,18.86,18.5,22.63,1015,24,3.67,,0,sky is clear
2023-04-04 14:00,21.34,20.16,19.05,23.23,1015,24,2.98,,0,sky is clear
2023-04-04 15:00,21.87,20.69,19.61,23.23,1015,22,2.24,,0,sky is clear
2023-04-04 16:00,21.83,20.56,20.72,23.74,1014,19,1.51,,0,sky is clear
2023-04-04 17:00,22.47,21.24,22.3,23.23,1014,18,1.3,,0,sky is clear
2023-04-04 18:00,19.75,18.93,19.23,21.74,1015,44,1.2,,0,sky is clear
2023-04-04 19:00,20.23,19.43,16.23,22.37,1015,43,2.03,,0,sky is clear
2023-04-04 20:00,17.98,17.19,14.23,20.02,1016,52,2.05,,0,sky is clear
2023-04-04 21:00,13.97,13.02,11.76,17.39,1017,61,2.2,,0,sky is clear
2023-04-04 22:00,11.28,10.24,10.05,14.3,1017,68,2.58,,0,sky is clear
2023-04-04 23:00,12.42,11.57,10.23,15.17,1018,71,2.07,,0,sky is clear
