dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1679572800,2023-03-23 12:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,14.58,,12.09,14.31,13.23,14.66,1015,,,85,5.75,187,,0.18,,,,100,500,Rain,light rain,10d
1679576400,2023-03-23 13:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,14.06,,11.76,13.77,13.23,15.41,1015,,,86,5.57,191,,0.44,,,,100,500,Rain,light rain,10d
1679580000,2023-03-23 14:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,14.1,,12.32,13.89,13.41,14.85,1015,,,89,5.82,198,,0.55,,,,100,500,Rain,light rain,10d
1679583600,2023-03-23 15:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,14.11,,12.33,13.9,13.41,14.85,1014,,,89,6.28,201,,0.45,,,,100,500,Rain,light rain,10d
1679587200,2023-03-23 16:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,14.11,,11.98,13.85,13.96,14.61,1014,,,87,5.84,201,,0.5,,,,100,500,Rain,light rain,10d
1679590800,2023-03-23 17:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,14.11,,12.5,13.93,13.74,14.61,1014,,,90,6.07,205,,0.41,,,,100,500,Rain,light rain,10d
1679594400,2023-03-23 18:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,13.58,,12.31,13.4,12.85,14.23,1014,,,92,6.25,207,,0.3,,,,100,500,Rain,light rain,10d
1679598000,2023-03-23 19:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,13.01,,11.91,12.79,12.85,13.5,1015,,,93,5.56,203,,0.49,,,,100,500,Rain,light rain,10n
1679601600,2023-03-23 20:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,13.0,,11.9,12.78,12.3,13.5,1015,,,93,5.44,198,,0.67,,,,100,500,Rain,light rain,10n
1679605200,2023-03-23 21:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,12.99,,11.89,12.77,12.94,13.23,1015,,,93,5.47,198,,1.12,,,,100,501,Rain,moderate rain,10n
1679608800,2023-03-23 22:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,13.51,,12.4,13.34,12.3,13.74,1015,,,93,5.05,197,,1.32,,,,100,501,Rain,moderate rain,10n
1679612400,2023-03-23 23:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,13.57,,12.62,13.44,12.85,14.23,1015,,,94,5.02,200,,1.48,,,,100,501,Rain,moderate rain,10n
1679616000,2023-03-24 00:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,13.54,,12.59,13.4,13.41,13.74,1015,,,94,5.11,211,,1.44,,,,100,501,Rain,moderate rain,10n
1679619600,2023-03-24 01:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,13.54,,12.59,13.4,13.41,13.74,1015,,,94,4.41,225,,1.29,,,,100,501,Rain,moderate rain,10n
1679623200,2023-03-24 02:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,14.08,,13.13,14.0,13.41,14.23,1016,,,94,3.44,238,,1.27,,,,100,501,Rain,moderate rain,10n
1679626800,2023-03-24 03:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,13.5,,12.55,13.36,12.23,13.55,1015,,,94,2.52,252,,0.85,,,,100,500,Rain,light rain,10n
1679630400,2023-03-24 04:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,12.42,,11.48,12.17,11.74,12.44,1016,,,94,2.19,272,,0.26,,,,100,500,Rain,light rain,10n
1679634000,2023-03-24 05:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,11.29,,10.36,10.93,10.23,11.83,1016,,,94,1.8,278,,,,,,97,804,Clouds,overcast clouds,04n
1679637600,2023-03-24 06:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,10.76,,9.83,10.35,10.08,11.28,1017,,,94,1.48,283,,,,,,79,803,Clouds,broken clouds,04n
1679641200,2023-03-24 07:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,10.79,,10.02,10.41,9.85,11.28,1018,,,95,1.31,290,,,,,,32,802,Clouds,scattered clouds,03d
1679644800,2023-03-24 08:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,11.33,,10.56,11.0,10.63,11.83,1019,,,95,1.4,297,,,,,,38,802,Clouds,scattered clouds,03d
1679648400,2023-03-24 09:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,11.98,,11.2,11.71,11.88,14.23,1020,,,95,2.17,288,,,,,,22,801,Clouds,few clouds,02d
1679652000,2023-03-24 10:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,13.56,,12.12,13.35,12.94,14.85,1021,,,91,2.43,277,,,,,,51,803,Clouds,broken clouds,04d
1679655600,2023-03-24 11:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,14.61,,10.63,14.14,13.5,15.41,1021,,,77,3.15,269,,,,,,60,803,Clouds,broken clouds,04d
1679659200,2023-03-24 12:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,16.22,,10.75,15.73,14.05,16.33,1022,,,70,3.7,265,,,,,,49,802,Clouds,scattered clouds,03d
1679662800,2023-03-24 13:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,15.72,,9.84,15.12,14.61,15.96,1022,,,68,3.82,265,,,,,,71,803,Clouds,broken clouds,04d
1679666400,2023-03-24 14:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,16.76,,9.45,16.11,14.52,16.88,1022,,,62,3.93,268,,,,,,77,803,Clouds,broken clouds,04d
1679670000,2023-03-24 15:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,15.77,,9.44,15.13,15.17,16.23,1022,,,66,3.72,269,,,,,,77,803,Clouds,broken clouds,04d
1679673600,2023-03-24 16:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,16.76,,9.92,16.16,15.08,16.88,1022,,,64,3.36,267,,,,,,64,803,Clouds,broken clouds,04d
1679677200,2023-03-24 17:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,15.73,,9.18,15.06,14.85,15.77,1022,,,65,3.24,268,,,,,,50,802,Clouds,scattered clouds,03d
1679680800,2023-03-24 18:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,15.15,,8.85,14.44,13.74,15.21,1023,,,66,2.75,274,,,,,,58,803,Clouds,broken clouds,04d
1679684400,2023-03-24 19:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,13.51,,9.56,12.93,12.08,14.05,1023,,,77,1.96,270,,,,,,59,803,Clouds,broken clouds,04n
1679688000,2023-03-24 20:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,11.89,,8.74,11.25,10.41,13.5,1024,,,81,1.83,254,,,,,,60,803,Clouds,broken clouds,04n
1679691600,2023-03-24 21:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,11.32,,9.07,10.75,9.3,12.94,1024,,,86,1.44,245,,,,,,58,803,Clouds,broken clouds,04n
1679695200,2023-03-24 22:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,10.75,,8.68,10.15,8.74,12.39,1024,,,87,0.3,315,,,,,,43,802,Clouds,scattered clouds,03n
1679698800,2023-03-24 23:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,10.17,,8.44,9.57,7.63,11.83,1025,,,89,0.29,114,,,,,,36,802,Clouds,scattered clouds,03n
1679702400,2023-03-25 00:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,10.17,,8.77,9.62,7.08,11.83,1025,,,91,0.93,106,,,,,,30,802,Clouds,scattered clouds,03n
1679706000,2023-03-25 01:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,9.64,,8.24,9.64,6.52,11.28,1025,,,91,1.27,103,,,,,,27,802,Clouds,scattered clouds,03n
1679709600,2023-03-25 02:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,9.62,,8.39,9.08,5.96,10.72,1024,,,92,1.63,106,,,,,,30,802,Clouds,scattered clouds,03n
1679713200,2023-03-25 03:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,9.08,,7.69,8.56,4.85,10.17,1024,,,91,1.54,112,,,,,,32,802,Clouds,scattered clouds,03n
1679716800,2023-03-25 04:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,8.52,,7.14,7.65,4.85,9.61,1023,,,91,1.8,103,,,,,,91,804,Clouds,overcast clouds,04n
1679720400,2023-03-25 05:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,8.39,,7.94,7.03,4.3,9.05,1023,,,97,2.35,99,,,,,,100,804,Clouds,overcast clouds,04n
1679724000,2023-03-25 06:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,8.18,,7.88,6.8,4.3,8.5,1023,,,98,2.33,99,,,,,,99,804,Clouds,overcast clouds,04n
1679727600,2023-03-25 07:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,9.07,,7.52,7.71,6.19,9.1,1023,,,90,2.51,94,,,,,,97,804,Clouds,overcast clouds,04d
1679731200,2023-03-25 08:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,10.76,,8.34,10.11,8.5,10.77,1024,,,85,2.44,100,,,,,,97,804,Clouds,overcast clouds,04d
1679734800,2023-03-25 09:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,12.92,,9.18,12.3,9.61,12.99,1024,,,78,2.18,119,,,,,,97,804,Clouds,overcast clouds,04d
1679738400,2023-03-25 10:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,14.1,,9.54,13.5,12.63,14.23,1024,,,74,2.72,149,,,,,,95,804,Clouds,overcast clouds,04d
1679742000,2023-03-25 11:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,15.21,,8.91,14.51,15.08,15.96,1024,,,66,3.65,173,,,,,,98,804,Clouds,overcast clouds,04d
1679745600,2023-03-25 12:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,15.69,,8.44,14.93,13.5,17.08,1023,,,62,4.23,187,,,,,,100,804,Clouds,overcast clouds,04d
1679749200,2023-03-25 13:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,16.79,,9.48,16.14,14.61,16.88,1023,,,62,4.62,199,,,,,,100,804,Clouds,overcast clouds,04d
1679752800,2023-03-25 14:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,16.2,,9.39,15.55,14.23,16.33,1023,,,64,4.92,206,,,,,,100,804,Clouds,overcast clouds,04d
1679756400,2023-03-25 15:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,15.15,,8.85,14.44,14.23,15.21,1023,,,66,5.3,208,,,,,,100,804,Clouds,overcast clouds,04d
1679760000,2023-03-25 16:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,14.65,,9.87,14.08,13.96,14.66,1022,,,73,5.53,207,,,,,,100,804,Clouds,overcast clouds,04d
1679763600,2023-03-25 17:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,14.1,,11.44,13.76,14.1,14.61,1022,,,84,6.12,211,,,,,,100,804,Clouds,overcast clouds,04d
1679767200,2023-03-25 18:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,13.06,,11.63,12.8,12.08,14.23,1022,,,91,4.96,209,,0.23,,,,100,500,Rain,light rain,10d
1679770800,2023-03-25 19:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,13.06,,11.79,12.82,12.63,14.23,1022,,,92,4.89,212,,0.46,,,,100,500,Rain,light rain,10n
1679774400,2023-03-25 20:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,13.59,,12.32,13.41,13.19,14.23,1022,,,92,4.99,216,,0.81,,,,100,500,Rain,light rain,10n
1679778000,2023-03-25 21:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,14.1,,12.99,13.99,13.96,14.23,1022,,,93,4.66,229,,1.02,,,,100,501,Rain,moderate rain,10n
1679781600,2023-03-25 22:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,14.1,,13.15,14.02,14.05,14.3,1022,,,94,4.22,250,,0.81,,,,99,500,Rain,light rain,10n
1679785200,2023-03-25 23:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,13.75,,12.8,13.63,12.23,14.1,1023,,,94,3.39,272,,0.69,,,,80,500,Rain,light rain,10n
1679788800,2023-03-26 00:00:00 +0000 UTC,0,Braga,41.545449,-8.426507,12.46,,11.52,12.22,11.74,13.23,1023,,,94,2.66,290,,0.17,,,,56,500,Rain,light rain,10n
1679792400,2023-03-26 01:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,11.94,,11.17,11.67,11.52,13.23,1023,,,95,2.42,302,,,,,,48,802,Clouds,scattered clouds,03n
1679796000,2023-03-26 02:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,11.9,,10.97,11.6,10.96,12.39,1023,,,94,2.11,299,,,,,,38,802,Clouds,scattered clouds,03n
1679799600,2023-03-26 03:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,11.37,,10.6,11.04,10.41,12.23,1023,,,95,1.87,291,,,,,,45,802,Clouds,scattered clouds,03n
1679803200,2023-03-26 04:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,11.35,,10.58,11.02,9.85,12.39,1023,,,95,1.69,293,,,,,,46,802,Clouds,scattered clouds,03n
1679806800,2023-03-26 05:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,10.77,,10.0,10.38,9.85,11.83,1023,,,95,1.74,307,,,,,,51,803,Clouds,broken clouds,04n
1679810400,2023-03-26 06:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,10.73,,9.96,10.34,9.23,11.83,1024,,,95,2.04,305,,,,,,48,802,Clouds,scattered clouds,03n
1679814000,2023-03-26 07:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,9.64,,8.88,9.38,8.74,9.66,1025,,,95,1.37,302,,,,,,53,803,Clouds,broken clouds,04d
1679817600,2023-03-26 08:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,10.28,,9.52,9.84,10.08,12.08,1025,,,95,1.61,303,,,,,,77,803,Clouds,broken clouds,04d
1679821200,2023-03-26 09:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,11.91,,10.16,11.48,11.88,13.19,1026,,,89,3.29,313,,,,,,68,803,Clouds,broken clouds,04d
1679824800,2023-03-26 10:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,12.99,,9.63,12.43,12.94,13.41,1026,,,80,3.52,312,,,,,,69,803,Clouds,broken clouds,04d
1679828400,2023-03-26 11:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.07,,8.69,13.36,12.94,14.85,1026,,,70,3.52,312,,,,,,88,804,Clouds,overcast clouds,04d
1679832000,2023-03-26 12:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.16,,7.94,14.35,13.5,16.52,1026,,,62,3.26,309,,,,,,86,804,Clouds,overcast clouds,04d
1679835600,2023-03-26 13:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,16.25,,8.73,15.52,14.23,17.63,1026,,,61,3.51,309,,,,,,68,803,Clouds,broken clouds,04d
1679839200,2023-03-26 14:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,17.04,,8.47,16.29,14.23,17.63,1026,,,57,3.73,314,,,,,,48,802,Clouds,scattered clouds,03d
1679842800,2023-03-26 15:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,17.35,,7.69,16.52,15.23,17.63,1026,,,53,3.54,317,,,,,,22,801,Clouds,few clouds,02d
1679846400,2023-03-26 16:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,17.31,,7.65,16.48,14.23,17.44,1025,,,53,3.38,320,,,,,,2,800,Clear,sky is clear,01d
1679850000,2023-03-26 17:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,17.3,,8.71,16.57,14.23,17.44,1025,,,57,3.18,323,,,,,,1,800,Clear,sky is clear,01d
1679853600,2023-03-26 18:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.4,,9.09,14.72,13.23,15.77,1025,,,66,2.37,320,,,,,,1,800,Clear,sky is clear,01d
1679857200,2023-03-26 19:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,12.62,,7.51,11.79,11.23,13.61,1026,,,71,2.19,314,,,,,,0,800,Clear,sky is clear,01n
1679860800,2023-03-26 20:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,10.98,,5.93,9.99,10.23,12.39,1026,,,71,2.0,327,,,,,,12,801,Clouds,few clouds,02n
1679864400,2023-03-26 21:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,10.32,,6.28,9.39,9.23,11.83,1026,,,76,1.8,352,,,,,,5,800,Clear,sky is clear,01n
1679868000,2023-03-26 22:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,10.07,,7.49,9.33,9.23,11.28,1026,,,84,1.72,10,,,,,,10,800,Clear,sky is clear,01n
1679871600,2023-03-26 23:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,10.16,,7.93,9.48,8.19,11.28,1026,,,86,2.09,33,,,,,,49,802,Clouds,scattered clouds,03n
1679875200,2023-03-27 00:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,10.15,,7.92,9.47,7.63,11.28,1026,,,86,2.05,40,,,,,,65,803,Clouds,broken clouds,04n
1679878800,2023-03-27 01:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,9.59,,7.37,8.75,7.08,10.72,1025,,,86,1.96,41,,,,,,69,803,Clouds,broken clouds,04n
1679882400,2023-03-27 02:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,7.88,,6.18,6.82,6.23,10.17,1025,,,89,1.89,46,,,,,,67,803,Clouds,broken clouds,04n
1679886000,2023-03-27 03:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,8.18,,6.48,7.14,5.96,9.61,1025,,,89,1.93,56,,,,,,10,800,Clear,sky is clear,01n
1679889600,2023-03-27 04:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,8.18,,6.31,6.95,5.41,9.61,1024,,,88,2.14,62,,,,,,0,800,Clear,sky is clear,01n
1679893200,2023-03-27 05:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,7.92,,6.22,6.46,4.85,9.05,1024,,,89,2.37,65,,,,,,1,800,Clear,sky is clear,01n
1679896800,2023-03-27 06:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,7.76,,5.9,6.41,4.85,8.5,1023,,,88,2.2,69,,,,,,1,800,Clear,sky is clear,01n
1679900400,2023-03-27 07:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,7.67,,5.65,5.95,7.23,8.96,1024,,,87,2.65,72,,,,,,4,800,Clear,sky is clear,01d
1679904000,2023-03-27 08:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,10.47,,7.17,9.66,9.05,11.23,1024,,,80,2.86,77,,,,,,0,800,Clear,sky is clear,01d
1679907600,2023-03-27 09:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.04,,4.89,12.91,10.17,14.1,1024,,,54,2.21,83,,,,,,0,800,Clear,sky is clear,01d
1679911200,2023-03-27 10:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.72,,5.34,14.65,11.83,15.77,1024,,,50,2.59,96,,,,,,0,800,Clear,sky is clear,01d
1679914800,2023-03-27 11:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,17.69,,4.97,16.64,16.74,17.99,1024,,,43,2.64,109,,,,,,0,800,Clear,sky is clear,01d
1679918400,2023-03-27 12:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,19.6,,5.65,18.66,18.23,19.85,1023,,,40,2.32,128,,,,,,0,800,Clear,sky is clear,01d
1679922000,2023-03-27 13:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,20.4,,5.62,19.49,18.23,21.52,1023,,,38,1.94,152,,,,,,0,800,Clear,sky is clear,01d
1679925600,2023-03-27 14:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,21.58,,7.42,20.84,16.83,23.19,1022,,,40,1.65,181,,,,,,1,800,Clear,sky is clear,01d
1679929200,2023-03-27 15:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,22.05,,5.9,21.22,16.23,23.19,1022,,,35,1.47,190,,,,,,11,801,Clouds,few clouds,02d
1679932800,2023-03-27 16:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,22.61,,4.64,21.74,17.23,22.99,1021,,,31,1.22,218,,,,,,76,803,Clouds,broken clouds,04d
1679936400,2023-03-27 17:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,22.28,,5.68,21.45,15.23,22.99,1021,,,34,1.64,268,,,,,,95,804,Clouds,overcast clouds,04d
1679940000,2023-03-27 18:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,18.85,,9.08,18.17,14.23,19.85,1021,,,53,1.48,289,,,,,,98,804,Clouds,overcast clouds,04d
1679943600,2023-03-27 19:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.1,,5.21,13.0,13.23,15.72,1021,,,55,1.77,313,,,,,,97,804,Clouds,overcast clouds,04n
1679947200,2023-03-27 20:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,13.47,,6.11,12.47,12.23,16.52,1021,,,61,1.33,355,,,,,,99,804,Clouds,overcast clouds,04n
1679950800,2023-03-27 21:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,12.71,,7.18,11.84,11.23,14.85,1022,,,69,1.17,29,,,,,,98,804,Clouds,overcast clouds,04n
1679954400,2023-03-27 22:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.63,,9.85,14.05,12.3,14.66,1022,,,73,1.27,49,,,,,,49,802,Clouds,scattered clouds,03n
1679958000,2023-03-27 23:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.49,,9.3,13.85,11.23,14.66,1022,,,71,1.55,84,,,,,,1,800,Clear,sky is clear,01n
1679961600,2023-03-28 00:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,13.95,,8.99,13.28,11.23,14.1,1022,,,72,1.83,90,,,,,,0,800,Clear,sky is clear,01n
1679965200,2023-03-28 01:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,13.79,,7.56,12.95,10.96,14.1,1021,,,66,1.64,83,,,,,,0,800,Clear,sky is clear,01n
1679968800,2023-03-28 02:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,11.41,,7.72,10.64,10.63,11.83,1021,,,78,1.84,80,,,,,,0,800,Clear,sky is clear,01n
1679972400,2023-03-28 03:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,11.2,,8.24,10.52,10.41,11.28,1021,,,82,1.99,80,,,,,,3,800,Clear,sky is clear,01n
1679976000,2023-03-28 04:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,11.2,,8.42,10.54,9.85,11.28,1020,,,83,2.0,81,,,,,,2,800,Clear,sky is clear,01n
1679979600,2023-03-28 05:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,10.99,,8.22,10.31,9.85,11.23,1020,,,83,2.1,84,,,,,,6,800,Clear,sky is clear,01n
1679983200,2023-03-28 06:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,11.05,,8.1,10.35,10.08,11.23,1020,,,82,2.06,85,,,,,,0,800,Clear,sky is clear,01n
1679986800,2023-03-28 07:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,11.05,,7.55,10.27,10.08,11.23,1021,,,79,2.17,83,,,,,,1,800,Clear,sky is clear,01d
1679990400,2023-03-28 08:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.12,,8.6,14.38,10.72,15.21,1021,,,65,2.47,87,,,,,,38,802,Clouds,scattered clouds,03d
1679994000,2023-03-28 09:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,18.5,,7.3,17.66,15.08,18.55,1021,,,48,1.97,102,,,,,,99,804,Clouds,overcast clouds,04d
1679997600,2023-03-28 10:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,20.16,,10.84,19.67,17.08,20.21,1021,,,55,1.86,124,,,,,,97,804,Clouds,overcast clouds,04d
1680001200,2023-03-28 11:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,21.85,,10.05,21.32,21.23,22.63,1021,,,47,2.37,157,,,,,,87,804,Clouds,overcast clouds,04d
1680004800,2023-03-28 12:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,23.98,,5.83,23.24,21.23,24.85,1021,,,31,2.95,185,,,,,,89,804,Clouds,overcast clouds,04d
1680008400,2023-03-28 13:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,24.52,,7.64,23.92,17.94,24.66,1021,,,34,3.1,202,,,,,,97,804,Clouds,overcast clouds,04d
1680012000,2023-03-28 14:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,25.04,,9.75,24.59,18.5,25.21,1021,,,38,3.0,214,,,,,,95,804,Clouds,overcast clouds,04d
1680015600,2023-03-28 15:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,23.42,,9.79,22.91,19.05,23.55,1020,,,42,2.72,224,,,,,,79,803,Clouds,broken clouds,04d
1680019200,2023-03-28 16:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,23.97,,9.18,23.44,19.05,24.1,1020,,,39,2.18,222,,,,,,39,802,Clouds,scattered clouds,03d
1680022800,2023-03-28 17:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,22.89,,8.59,22.28,19.05,22.99,1020,,,40,1.46,210,,,,,,54,803,Clouds,broken clouds,04d
1680026400,2023-03-28 18:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,21.25,,9.5,20.66,18.23,22.72,1020,,,47,0.9,189,,,,,,63,803,Clouds,broken clouds,04d
1680030000,2023-03-28 19:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,17.21,,5.81,16.21,16.23,19.52,1020,,,47,1.4,134,,,,,,53,803,Clouds,broken clouds,04n
1680033600,2023-03-28 20:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.52,,7.3,14.64,14.23,17.94,1020,,,58,2.2,113,,,,,,76,803,Clouds,broken clouds,04n
1680037200,2023-03-28 21:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,16.44,,10.08,15.86,16.23,17.3,1020,,,66,2.34,105,,,,,,51,803,Clouds,broken clouds,04n
1680040800,2023-03-28 22:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,16.54,,9.94,15.95,16.23,17.3,1021,,,65,2.1,100,,,,,,45,802,Clouds,scattered clouds,03n
1680044400,2023-03-28 23:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,16.33,,10.42,15.79,16.23,17.3,1021,,,68,1.91,107,,,,,,67,803,Clouds,broken clouds,04n
1680048000,2023-03-29 00:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,16.12,,10.65,15.62,15.72,17.3,1020,,,70,1.66,121,,,,,,83,803,Clouds,broken clouds,04n
1680051600,2023-03-29 01:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.53,,10.51,15.02,15.23,16.74,1020,,,72,1.78,125,,,,,,85,804,Clouds,overcast clouds,04n
1680055200,2023-03-29 02:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.2,,10.19,14.66,15.17,15.41,1020,,,72,2.01,124,,,,,,85,804,Clouds,overcast clouds,04n
1680058800,2023-03-29 03:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.61,,9.21,13.95,14.23,15.96,1019,,,70,2.21,122,,,,,,81,803,Clouds,broken clouds,04n
1680062400,2023-03-29 04:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,13.2,,7.64,12.38,12.23,15.41,1019,,,69,2.43,121,,,,,,84,803,Clouds,broken clouds,04n
