dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1680066000,2023-03-29 05:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.38,,8.56,13.65,14.23,14.85,1018,,,68,2.23,126,,,,,,86,804,Clouds,overcast clouds,04n
1680069600,2023-03-29 06:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.36,,8.1,13.57,14.23,15.63,1018,,,66,1.94,134,,,,,,71,803,Clouds,broken clouds,04n
1680073200,2023-03-29 07:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.85,,8.11,14.06,14.05,16.52,1019,,,64,1.6,148,,,,,,89,804,Clouds,overcast clouds,04d
1680076800,2023-03-29 08:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,16.2,,8.92,15.49,14.61,19.3,1020,,,62,2.87,156,,,,,,99,804,Clouds,overcast clouds,04d
1680080400,2023-03-29 09:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,19.49,,5.18,18.51,15.72,19.85,1020,,,39,4.18,166,,,,,,98,804,Clouds,overcast clouds,04d
1680084000,2023-03-29 10:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,19.62,,5.67,18.68,16.83,19.66,1020,,,40,4.54,171,,,,,,100,804,Clouds,overcast clouds,04d
1680087600,2023-03-29 11:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,21.28,,7.86,20.56,18.5,21.33,1020,,,42,5.41,181,,,,,,99,804,Clouds,overcast clouds,04d
1680091200,2023-03-29 12:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,21.74,,6.81,20.96,19.05,23.19,1019,,,38,6.02,184,,,,,,100,804,Clouds,overcast clouds,04d
1680094800,2023-03-29 13:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,23.43,,9.07,22.87,19.23,23.55,1019,,,40,6.34,190,,,,,,96,804,Clouds,overcast clouds,04d
1680098400,2023-03-29 14:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,22.87,,7.82,22.2,18.23,22.99,1019,,,38,6.24,205,,,,,,94,804,Clouds,overcast clouds,04d
1680102000,2023-03-29 15:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,21.14,,7.03,20.35,18.23,22.63,1020,,,40,6.31,219,,,,,,15,801,Clouds,few clouds,02d
1680105600,2023-03-29 16:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,20.68,,8.98,20.03,17.23,20.77,1020,,,47,5.81,219,,,,,,1,800,Clear,sky is clear,01d
1680109200,2023-03-29 17:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,18.45,,12.88,18.18,16.23,19.3,1020,,,70,5.36,218,,,,,,37,802,Clouds,scattered clouds,03d
1680112800,2023-03-29 18:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,17.4,,13.53,17.23,16.19,17.94,1021,,,78,4.3,210,,,,,,79,803,Clouds,broken clouds,04d
1680116400,2023-03-29 19:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,16.35,,14.18,16.31,15.63,17.39,1021,,,87,3.62,208,,0.14,,,,91,500,Rain,light rain,10n
1680120000,2023-03-29 20:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.77,,13.79,15.7,15.08,16.83,1021,,,88,3.32,198,,0.23,,,,98,500,Rain,light rain,10n
1680123600,2023-03-29 21:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.74,,13.76,15.67,15.08,15.96,1022,,,88,3.43,198,,0.21,,,,100,500,Rain,light rain,10n
1680127200,2023-03-29 22:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.74,,13.93,15.69,15.08,15.77,1022,,,89,3.68,204,,0.35,,,,100,500,Rain,light rain,10n
1680130800,2023-03-29 23:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.21,,13.58,15.14,15.08,15.41,1022,,,90,3.6,212,,0.41,,,,100,500,Rain,light rain,10n
1680134400,2023-03-30 00:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.2,,13.57,15.13,14.52,15.41,1022,,,90,3.84,224,,0.32,,,,100,500,Rain,light rain,10n
1680138000,2023-03-30 01:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.67,,13.22,14.57,13.96,15.41,1022,,,91,3.65,231,,0.3,,,,100,500,Rain,light rain,10n
1680141600,2023-03-30 02:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.14,,12.69,13.99,13.96,15.23,1022,,,91,3.15,236,,0.15,,,,96,500,Rain,light rain,10n
1680145200,2023-03-30 03:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.1,,12.65,13.94,13.96,14.3,1022,,,91,2.54,227,,0.12,,,,100,500,Rain,light rain,10n
1680148800,2023-03-30 04:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.1,,12.82,13.97,13.74,14.23,1022,,,92,2.29,218,,,,,,100,804,Clouds,overcast clouds,04n
1680152400,2023-03-30 05:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.1,,12.82,13.97,13.19,14.23,1022,,,92,2.26,211,,,,,,100,804,Clouds,overcast clouds,04n
1680156000,2023-03-30 06:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,13.61,,12.34,13.43,12.63,15.17,1023,,,92,2.37,199,,,,,,100,804,Clouds,overcast clouds,04n
1680159600,2023-03-30 07:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,13.61,,12.17,13.4,12.63,15.17,1023,,,91,2.9,191,,,,,,90,804,Clouds,overcast clouds,04d
1680163200,2023-03-30 08:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.13,,12.0,13.87,14.1,15.96,1023,,,87,3.82,199,,0.15,,,,64,500,Rain,light rain,10d
1680166800,2023-03-30 09:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.76,,12.88,15.56,15.08,15.77,1024,,,83,4.4,202,,0.13,,,,97,500,Rain,light rain,10d
1680170400,2023-03-30 10:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,17.37,,12.49,17.07,15.63,18.19,1024,,,73,5.66,209,,,,,,97,804,Clouds,overcast clouds,04d
1680174000,2023-03-30 11:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,17.43,,11.02,16.95,16.74,17.44,1024,,,66,6.54,212,,,,,,100,804,Clouds,overcast clouds,04d
1680177600,2023-03-30 12:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,17.9,,10.52,17.36,16.23,18.19,1024,,,62,7.14,213,,,,,,100,804,Clouds,overcast clouds,04d
1680181200,2023-03-30 13:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,17.91,,11.47,17.48,16.23,18.74,1024,,,66,7.53,215,,,,,,100,804,Clouds,overcast clouds,04d
1680184800,2023-03-30 14:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,17.91,,11.93,17.53,16.23,19.3,1024,,,68,7.36,214,,,,,,100,804,Clouds,overcast clouds,04d
1680188400,2023-03-30 15:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,17.91,,12.15,17.56,16.23,19.3,1024,,,69,7.29,211,,,,,,99,804,Clouds,overcast clouds,04d
1680192000,2023-03-30 16:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,17.4,,12.52,17.1,16.19,18.19,1023,,,73,7.4,213,,,,,,99,804,Clouds,overcast clouds,04d
1680195600,2023-03-30 17:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,16.31,,11.67,15.93,15.23,17.63,1024,,,74,6.85,217,,0.18,,,,100,500,Rain,light rain,10d
1680199200,2023-03-30 18:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.77,,12.14,15.47,15.08,16.83,1024,,,79,5.83,215,,0.16,,,,100,500,Rain,light rain,10d
1680202800,2023-03-30 19:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.22,,12.35,14.96,14.52,16.28,1024,,,83,4.99,205,,,,,,100,804,Clouds,overcast clouds,04n
1680206400,2023-03-30 20:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.23,,12.73,15.03,14.52,16.28,1024,,,85,5.02,201,,,,,,100,804,Clouds,overcast clouds,04n
1680210000,2023-03-30 21:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.7,,13.08,14.58,14.3,15.72,1024,,,90,5.13,203,,,,,,100,804,Clouds,overcast clouds,04n
1680213600,2023-03-30 22:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.7,,13.41,14.63,13.96,15.72,1024,,,92,5.59,203,,0.18,,,,100,500,Rain,light rain,10n
1680217200,2023-03-30 23:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.65,,13.53,14.6,13.96,15.96,1024,,,93,5.61,211,,0.41,,,,100,500,Rain,light rain,10n
1680220800,2023-03-31 00:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.65,,13.7,14.63,13.96,15.41,1024,,,94,5.48,222,,0.59,,,,100,500,Rain,light rain,10n
1680224400,2023-03-31 01:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.65,,13.7,14.63,13.96,15.17,1024,,,94,5.18,230,,0.44,,,,100,500,Rain,light rain,10n
1680228000,2023-03-31 02:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.65,,13.7,14.63,13.96,15.17,1024,,,94,4.85,240,,0.31,,,,100,500,Rain,light rain,10n
1680231600,2023-03-31 03:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.64,,13.69,14.61,13.96,14.66,1023,,,94,4.3,246,,0.32,,,,100,500,Rain,light rain,10n
1680235200,2023-03-31 04:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.11,,13.32,14.06,13.96,14.61,1023,,,95,4.03,254,,0.14,,,,100,500,Rain,light rain,10n
1680238800,2023-03-31 05:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.11,,13.16,14.03,13.96,14.61,1023,,,94,3.96,261,,0.13,,,,100,500,Rain,light rain,10n
1680242400,2023-03-31 06:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,13.6,,12.81,13.5,13.41,14.61,1024,,,95,3.76,265,,,,,,100,804,Clouds,overcast clouds,04n
1680246000,2023-03-31 07:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,12.99,,12.21,12.83,12.85,13.23,1024,,,95,3.18,268,,,,,,100,804,Clouds,overcast clouds,04d
1680249600,2023-03-31 08:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,12.55,,11.61,12.32,12.44,14.23,1025,,,94,3.74,270,,,,,,100,804,Clouds,overcast clouds,04d
1680253200,2023-03-31 09:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,13.64,,12.53,13.49,13.55,15.23,1025,,,93,4.13,271,,,,,,96,804,Clouds,overcast clouds,04d
1680256800,2023-03-31 10:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.16,,12.03,13.9,13.96,16.52,1025,,,87,4.22,274,,,,,,94,804,Clouds,overcast clouds,04d
1680260400,2023-03-31 11:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.21,,11.4,14.82,14.52,15.23,1026,,,78,4.8,267,,,,,,96,804,Clouds,overcast clouds,04d
1680264000,2023-03-31 12:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.26,,11.45,14.88,15.08,16.23,1025,,,78,4.95,268,,,,,,100,804,Clouds,overcast clouds,04d
1680267600,2023-03-31 13:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,16.31,,11.67,15.93,15.08,17.63,1025,,,74,4.88,268,,,,,,100,804,Clouds,overcast clouds,04d
1680271200,2023-03-31 14:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,16.28,,11.02,15.82,15.08,16.52,1025,,,71,5.09,270,,,,,,100,804,Clouds,overcast clouds,04d
1680274800,2023-03-31 15:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,16.28,,10.37,15.74,14.52,16.52,1025,,,68,5.04,270,,,,,,100,804,Clouds,overcast clouds,04d
1680278400,2023-03-31 16:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,16.26,,10.79,15.77,14.52,16.33,1025,,,70,4.96,274,,,,,,100,804,Clouds,overcast clouds,04d
1680282000,2023-03-31 17:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.22,,10.62,14.73,15.21,15.72,1025,,,74,4.76,281,,,,,,99,804,Clouds,overcast clouds,04d
1680285600,2023-03-31 18:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.12,,10.73,13.68,13.41,15.17,1026,,,80,3.72,278,,,,,,99,804,Clouds,overcast clouds,04d
1680289200,2023-03-31 19:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,13.59,,10.58,13.15,12.85,14.61,1026,,,82,2.29,273,,,,,,98,804,Clouds,overcast clouds,04n
1680292800,2023-03-31 20:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,13.0,,10.89,12.63,12.85,14.05,1026,,,87,1.62,270,,,,,,90,804,Clouds,overcast clouds,04n
1680296400,2023-03-31 21:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,12.47,,10.88,12.12,12.3,14.05,1026,,,90,1.79,263,,,,,,45,802,Clouds,scattered clouds,03n
1680300000,2023-03-31 22:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,12.47,,11.04,12.15,12.3,14.05,1026,,,91,1.86,255,,,,,,69,803,Clouds,broken clouds,04n
1680303600,2023-03-31 23:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,12.5,,11.24,12.21,11.74,14.05,1026,,,92,1.81,247,,,,,,80,803,Clouds,broken clouds,04n
1680307200,2023-04-01 00:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,12.47,,11.37,12.2,11.74,14.05,1026,,,93,1.58,261,,,,,,98,804,Clouds,overcast clouds,04n
1680310800,2023-04-01 01:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,12.49,,11.39,12.22,11.74,13.5,1026,,,93,1.55,246,,,,,,98,804,Clouds,overcast clouds,04n
1680314400,2023-04-01 02:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,12.49,,11.39,12.22,11.74,13.5,1026,,,93,1.71,254,,,,,,100,804,Clouds,overcast clouds,04n
1680318000,2023-04-01 03:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,12.49,,11.39,12.22,11.52,13.5,1025,,,93,1.7,255,,,,,,99,804,Clouds,overcast clouds,04n
1680321600,2023-04-01 04:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,12.49,,11.39,12.22,10.96,13.5,1025,,,93,1.62,259,,,,,,100,804,Clouds,overcast clouds,04n
1680325200,2023-04-01 05:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,12.49,,11.39,12.22,10.96,13.5,1025,,,93,1.06,262,,,,,,100,804,Clouds,overcast clouds,04n
1680328800,2023-04-01 06:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,11.92,,10.83,11.6,10.41,12.94,1025,,,93,0.82,264,,0.12,,,,100,500,Rain,light rain,10n
1680332400,2023-04-01 07:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,11.4,,10.15,11.0,10.41,12.94,1025,,,92,0.73,238,,0.17,,,,100,500,Rain,light rain,10d
1680336000,2023-04-01 08:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,11.4,,10.31,11.02,11.33,12.94,1025,,,93,0.66,176,,0.16,,,,100,500,Rain,light rain,10d
1680339600,2023-04-01 09:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,11.89,,10.96,11.59,11.74,12.23,1025,,,94,0.52,187,,,,,,100,804,Clouds,overcast clouds,04d
1680343200,2023-04-01 10:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,11.93,,10.83,11.61,11.88,13.5,1025,,,93,0.42,130,,,,,,99,804,Clouds,overcast clouds,04d
1680346800,2023-04-01 11:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,12.45,,11.19,12.15,12.23,14.85,1025,,,92,0.85,157,,,,,,99,804,Clouds,overcast clouds,04d
1680350400,2023-04-01 12:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,13.02,,11.75,12.78,12.85,14.23,1025,,,92,1.12,193,,,,,,100,804,Clouds,overcast clouds,04d
1680354000,2023-04-01 13:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,13.58,,11.97,13.34,13.41,15.17,1025,,,90,1.4,229,,,,,,100,804,Clouds,overcast clouds,04d
1680357600,2023-04-01 14:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.11,,12.83,13.98,13.41,15.41,1025,,,92,2.0,301,,,,,,100,804,Clouds,overcast clouds,04d
1680361200,2023-04-01 15:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.15,,12.83,14.97,14.23,15.41,1024,,,86,3.13,331,,0.13,,,,99,500,Rain,light rain,10d
1680364800,2023-04-01 16:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,16.21,,12.37,15.92,14.23,17.08,1024,,,78,3.32,339,,,,,,65,803,Clouds,broken clouds,04d
1680368400,2023-04-01 17:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,16.22,,12.38,15.93,14.23,17.08,1024,,,78,3.23,336,,,,,,31,802,Clouds,scattered clouds,03d
1680372000,2023-04-01 18:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,16.22,,11.79,15.86,14.23,16.52,1024,,,75,3.17,326,,,,,,6,800,Clear,sky is clear,01d
1680375600,2023-04-01 19:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,13.91,,10.52,13.45,13.23,15.17,1025,,,80,2.93,325,,,,,,2,800,Clear,sky is clear,01n
1680379200,2023-04-01 20:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,13.52,,11.05,13.15,12.23,13.55,1026,,,85,3.26,326,,,,,,1,800,Clear,sky is clear,01n
1680382800,2023-04-01 21:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,12.41,,10.14,11.95,11.23,13.5,1026,,,86,3.1,334,,,,,,0,800,Clear,sky is clear,01n
1680386400,2023-04-01 22:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,11.85,,9.59,11.34,10.23,12.39,1026,,,86,2.72,344,,,,,,0,800,Clear,sky is clear,01n
1680390000,2023-04-01 23:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,11.27,,9.02,10.7,9.23,12.39,1027,,,86,2.73,3,,,,,,0,800,Clear,sky is clear,01n
1680393600,2023-04-02 00:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,10.7,,6.84,9.84,8.19,11.83,1027,,,77,2.65,18,,,,,,0,800,Clear,sky is clear,01n
1680397200,2023-04-02 01:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,9.65,,4.85,8.4,7.63,11.28,1027,,,72,2.51,29,,,,,,0,800,Clear,sky is clear,01n
1680400800,2023-04-02 02:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,8.72,,6.17,7.57,6.52,10.72,1027,,,84,2.15,33,,,,,,0,800,Clear,sky is clear,01n
1680404400,2023-04-02 03:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,9.23,,6.84,8.2,5.96,10.72,1027,,,85,2.11,37,,,,,,0,800,Clear,sky is clear,01n
1680408000,2023-04-02 04:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,7.34,,5.16,5.9,5.23,10.17,1027,,,86,2.22,38,,,,,,0,800,Clear,sky is clear,01n
1680411600,2023-04-02 05:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,6.49,,4.32,4.72,4.23,9.61,1027,,,86,2.43,45,,,,,,0,800,Clear,sky is clear,01n
1680415200,2023-04-02 06:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,5.69,,3.53,3.62,3.23,9.05,1027,,,86,2.62,50,,,,,,0,800,Clear,sky is clear,01n
1680418800,2023-04-02 07:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,7.17,,4.65,5.13,4.85,8.5,1028,,,84,2.98,58,,,,,,0,800,Clear,sky is clear,01d
1680422400,2023-04-02 08:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,10.66,,1.48,9.17,7.08,10.77,1028,,,53,2.45,62,,,,,,0,800,Clear,sky is clear,01d
1680426000,2023-04-02 09:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,12.84,,4.54,11.67,10.17,12.99,1028,,,57,1.87,62,,,,,,0,800,Clear,sky is clear,01d
1680429600,2023-04-02 10:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.02,,3.81,13.8,11.28,15.21,1028,,,47,1.12,80,,,,,,0,800,Clear,sky is clear,01d
1680433200,2023-04-02 11:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,16.8,,4.81,15.71,15.08,17.08,1028,,,45,0.99,100,,,,,,5,800,Clear,sky is clear,01d
1680436800,2023-04-02 12:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,17.83,,3.33,16.66,14.61,18.74,1027,,,38,0.8,137,,,,,,6,800,Clear,sky is clear,01d
1680440400,2023-04-02 13:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,18.89,,3.9,17.8,15.17,20.41,1027,,,37,0.36,198,,,,,,2,800,Clear,sky is clear,01d
1680444000,2023-04-02 14:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,19.45,,3.61,18.36,16.23,20.96,1026,,,35,0.8,278,,,,,,48,802,Clouds,scattered clouds,03d
1680447600,2023-04-02 15:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,20.62,,4.64,19.65,15.23,20.77,1026,,,35,1.33,306,,,,,,91,804,Clouds,overcast clouds,04d
1680451200,2023-04-02 16:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,19.91,,4.8,18.92,15.23,20.96,1025,,,37,1.61,320,,,,,,100,804,Clouds,overcast clouds,04d
1680454800,2023-04-02 17:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,20.47,,5.3,19.54,16.23,20.77,1024,,,37,1.83,317,,,,,,97,804,Clouds,overcast clouds,04d
1680458400,2023-04-02 18:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,17.5,,9.66,16.87,14.23,18.29,1024,,,60,1.81,296,,,,,,99,804,Clouds,overcast clouds,04d
1680462000,2023-04-02 19:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,13.91,,8.54,13.18,13.23,15.17,1025,,,70,2.41,295,,,,,,98,804,Clouds,overcast clouds,04n
1680465600,2023-04-02 20:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,12.21,,7.11,11.34,11.23,14.05,1025,,,71,1.87,319,,,,,,95,804,Clouds,overcast clouds,04n
1680469200,2023-04-02 21:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,11.37,,7.1,10.52,10.23,13.5,1025,,,75,1.85,5,,,,,,89,804,Clouds,overcast clouds,04n
1680472800,2023-04-02 22:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,10.86,,7.73,10.12,9.23,12.94,1025,,,81,1.95,48,,,,,,90,804,Clouds,overcast clouds,04n
1680476400,2023-04-02 23:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,12.33,,6.81,11.42,9.23,12.94,1024,,,69,1.8,67,,,,,,9,800,Clear,sky is clear,01n
1680480000,2023-04-03 00:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,9.98,,7.41,9.71,8.23,12.39,1023,,,84,1.42,68,,,,,,11,801,Clouds,few clouds,02n
1680483600,2023-04-03 01:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,8.97,,6.76,8.55,7.23,11.28,1023,,,86,1.43,63,,,,,,17,801,Clouds,few clouds,02n
1680487200,2023-04-03 02:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,8.89,,6.85,8.33,7.23,11.28,1022,,,87,1.55,60,,,,,,2,800,Clear,sky is clear,01n
1680490800,2023-04-03 03:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,8.45,,6.74,7.72,7.23,10.72,1022,,,89,1.65,66,,,,,,78,803,Clouds,broken clouds,04n
1680494400,2023-04-03 04:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,8.91,,6.87,8.42,7.3,10.17,1021,,,87,1.49,73,,,,,,100,804,Clouds,overcast clouds,04n
1680498000,2023-04-03 05:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,8.71,,6.5,8.35,7.85,9.61,1020,,,86,1.35,75,,,,,,100,804,Clouds,overcast clouds,04n
1680501600,2023-04-03 06:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,9.36,,6.97,8.52,6.74,9.61,1020,,,85,1.91,80,,,,,,100,804,Clouds,overcast clouds,04n
1680505200,2023-04-03 07:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,8.51,,5.62,6.89,7.85,9.05,1020,,,82,2.74,83,,,,,,98,804,Clouds,overcast clouds,04d
1680508800,2023-04-03 08:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,13.46,,2.38,12.09,9.61,13.55,1020,,,47,2.68,88,,,,,,96,804,Clouds,overcast clouds,04d
1680512400,2023-04-03 09:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,15.12,,3.9,13.91,10.72,15.21,1020,,,47,2.19,100,,,,,,97,804,Clouds,overcast clouds,04d
1680516000,2023-04-03 10:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,16.69,,6.52,15.75,12.39,16.88,1019,,,51,1.86,121,,,,,,100,804,Clouds,overcast clouds,04d
1680519600,2023-04-03 11:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,16.85,,7.77,16.03,16.19,17.08,1019,,,55,1.81,180,,,,,,99,804,Clouds,overcast clouds,04d
1680523200,2023-04-03 12:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,18.83,,6.0,17.89,14.61,19.1,1019,,,43,2.35,225,,,,,,95,804,Clouds,overcast clouds,04d
1680526800,2023-04-03 13:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,19.36,,6.48,18.47,15.17,19.66,1018,,,43,2.49,255,,,,,,98,804,Clouds,overcast clouds,04d
1680530400,2023-04-03 14:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,18.89,,7.65,18.09,15.63,19.1,1017,,,48,2.03,268,,,,,,98,804,Clouds,overcast clouds,04d
1680534000,2023-04-03 15:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,18.87,,8.81,18.17,15.23,19.1,1016,,,52,1.78,267,,,,,,99,804,Clouds,overcast clouds,04d
1680537600,2023-04-03 16:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,18.34,,9.94,17.74,15.23,18.55,1015,,,58,0.68,303,,,,,,100,804,Clouds,overcast clouds,04d
1680541200,2023-04-03 17:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,16.77,,9.7,16.15,15.17,16.88,1014,,,63,1.31,351,,,,,,100,804,Clouds,overcast clouds,04d
1680544800,2023-04-03 18:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,16.76,,10.61,16.24,15.08,16.88,1014,,,67,2.12,317,,0.21,,,,100,500,Rain,light rain,10d
1680548400,2023-04-03 19:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,14.02,,10.81,13.59,13.23,15.41,1014,,,81,2.84,310,,,,,,100,804,Clouds,overcast clouds,04n
1680552000,2023-04-03 20:00:00 +0000 UTC,3600,Braga,41.545449,-8.426507,13.3,,10.66,12.88,12.85,13.74,1014,,,84,2.96,299,,,,,,100,804,Clouds,overcast clouds,04n
